epoch,accuracy,loss,val_accuracy,val_loss
0,0.11414141207933426,2.82338285446167,0.15883977711200714,2.5948307514190674
1,0.27912458777427673,2.332676410675049,0.5262430906295776,1.5504637956619263
2,0.6872053742408752,1.0560743808746338,0.7472375631332397,0.8670437932014465
3,0.8818181753158569,0.4037744104862213,0.8743094205856323,0.4523084759712219
4,0.9350168108940125,0.21887704730033875,0.8674033284187317,0.42945384979248047
