epoch,accuracy,loss,val_accuracy,val_loss
0,0.1026936024427414,2.8427629470825195,0.16298343241214752,2.7600607872009277
1,0.1643097698688507,2.620151996612549,0.19337016344070435,2.428069829940796
2,0.18686868250370026,2.411785840988159,0.2306629866361618,2.2955832481384277
3,0.19730639457702637,2.265550136566162,0.29143646359443665,2.0972495079040527
4,0.2861952781677246,2.0934550762176514,0.34530386328697205,1.9413410425186157
